Term	Grantham_Val	Annotation	Haploblock
GO:0080092	233	regulation of pollen tube growth	PETFAL_05_syn1
GO:0080142	471	regulation of salicylic acid biosynthetic process	PETFAL_05_syn1
GO:0080167	143	response to karrikin	PETFAL_05_syn1
GO:0090351	89	seedling development	PETFAL_05_syn1
GO:0090357	460	regulation of tryptophan metabolic process	PETFAL_05_syn1
GO:0090630	64	activation of GTPase activity	PETFAL_05_syn1
GO:0099402	203	plant organ development	PETFAL_05_syn1
GO:0106167	460	extracellular ATP signaling	PETFAL_05_syn1
GO:0110102	105	ribulose bisphosphate carboxylase complex assembly	PETFAL_05_syn1
GO:0120029	45	proton export across plasma membrane	PETFAL_05_syn1
GO:1900055	203	regulation of leaf senescence	PETFAL_05_syn1
GO:1900425	104	negative regulation of defense response to bacterium	PETFAL_05_syn1
GO:1900865	733	chloroplast RNA modification	PETFAL_05_syn1
GO:1901259	105	chloroplast rRNA processing	PETFAL_05_syn1
GO:1901565	56	organonitrogen compound catabolic process	PETFAL_05_syn1
GO:1901656	144	glycoside transport	PETFAL_05_syn1
GO:1902074	203	response to salt	PETFAL_05_syn1
GO:1902290	313	positive regulation of defense response to oomycetes	PETFAL_05_syn1
GO:1902448	329	positive regulation of shade avoidance	PETFAL_05_syn1
GO:1902600	45	proton transmembrane transport	PETFAL_05_syn1
GO:1902775	105	mitochondrial large ribosomal subunit assembly	PETFAL_05_syn1
GO:1903288	292	positive regulation of potassium ion import across plasma membrane	PETFAL_05_syn1
GO:1904278	104	positive regulation of wax biosynthetic process	PETFAL_05_syn1
GO:1905157	53	positive regulation of photosynthesis	PETFAL_05_syn1
GO:1905177	338	tracheary element differentiation	PETFAL_05_syn1
GO:1990110	433	callus formation	PETFAL_05_syn1
GO:2000033	104	regulation of seed dormancy process	PETFAL_05_syn1
GO:2000034	58	regulation of seed maturation	PETFAL_05_syn1
GO:2000068	460	regulation of defense response to insect	PETFAL_05_syn1
GO:2000143	136	negative regulation of DNA-templated transcription, initiation	PETFAL_05_syn1
GO:2000652	798	regulation of secondary cell wall biogenesis	PETFAL_05_syn1
GO:2001020	316	regulation of response to DNA damage stimulus	PETFAL_05_syn1
GO:0000103	58	sulfate assimilation	PETFAL_09_syn1
GO:0000245	307	spliceosomal complex assembly	PETFAL_09_syn1
GO:0000302	713	response to reactive oxygen species	PETFAL_09_syn1
GO:0000398	239	mRNA splicing, via spliceosome	PETFAL_09_syn1
GO:0000462	68	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PETFAL_09_syn1
GO:0001666	64	response to hypoxia	PETFAL_09_syn1
GO:0002229	713	defense response to oomycetes	PETFAL_09_syn1
GO:0002239	180	response to oomycetes	PETFAL_09_syn1
GO:0003333	115	amino acid transmembrane transport	PETFAL_09_syn1
GO:0005975	973	carbohydrate metabolic process	PETFAL_09_syn1
GO:0005985	567	sucrose metabolic process	PETFAL_09_syn1
GO:0005992	162	trehalose biosynthetic process	PETFAL_09_syn1
GO:0006075	93	(1->3)-beta-D-glucan biosynthetic process	PETFAL_09_syn1
GO:0006182	29	cGMP biosynthetic process	PETFAL_09_syn1
GO:0006260	45	DNA replication	PETFAL_09_syn1
GO:0006308	91	DNA catabolic process	PETFAL_09_syn1
GO:0006351	200	transcription, DNA-templated	PETFAL_09_syn1
GO:0006355	2831	regulation of transcription, DNA-templated	PETFAL_09_syn1
GO:0006364	413	rRNA processing	PETFAL_09_syn1
GO:0006396	107	RNA processing	PETFAL_09_syn1
GO:0006401	149	RNA catabolic process	PETFAL_09_syn1
GO:0006468	1501	protein phosphorylation	PETFAL_09_syn1
GO:0006470	271	protein dephosphorylation	PETFAL_09_syn1
GO:0006499	247	N-terminal protein myristoylation	PETFAL_09_syn1
GO:0006511	187	ubiquitin-dependent protein catabolic process	PETFAL_09_syn1
GO:0006515	67	protein quality control for misfolded or incompletely synthesized proteins	PETFAL_09_syn1
GO:0006516	67	glycoprotein catabolic process	PETFAL_09_syn1
GO:0006517	67	protein deglycosylation	PETFAL_09_syn1
GO:0006526	165	arginine biosynthetic process	PETFAL_09_syn1
GO:0006537	10	glutamate biosynthetic process	PETFAL_09_syn1
GO:0006541	165	glutamine metabolic process	PETFAL_09_syn1
GO:0006596	26	polyamine biosynthetic process	PETFAL_09_syn1
GO:0006597	26	spermine biosynthetic process	PETFAL_09_syn1
GO:0006612	98	protein targeting to membrane	PETFAL_09_syn1
GO:0006629	105	lipid metabolic process	PETFAL_09_syn1
GO:0006631	74	fatty acid metabolic process	PETFAL_09_syn1
GO:0006644	99	phospholipid metabolic process	PETFAL_09_syn1
GO:0006661	64	phosphatidylinositol biosynthetic process	PETFAL_09_syn1
GO:0006790	58	sulfur compound metabolic process	PETFAL_09_syn1
GO:0006807	165	nitrogen compound metabolic process	PETFAL_09_syn1
GO:0006809	97	nitric oxide biosynthetic process	PETFAL_09_syn1
GO:0006810	38	transport	PETFAL_09_syn1
GO:0006813	94	potassium ion transport	PETFAL_09_syn1
GO:0006816	126	calcium ion transport	PETFAL_09_syn1
GO:0006826	29	iron ion transport	PETFAL_09_syn1
GO:0006833	113	water transport	PETFAL_09_syn1
GO:0006863	58	purine nucleobase transport	PETFAL_09_syn1
GO:0006874	22	cellular calcium ion homeostasis	PETFAL_09_syn1
GO:0006879	29	cellular iron ion homeostasis	PETFAL_09_syn1
GO:0006897	290	endocytosis	PETFAL_09_syn1
GO:0006950	188	response to stress	PETFAL_09_syn1
GO:0006952	399	defense response	PETFAL_09_syn1
GO:0006970	713	response to osmotic stress	PETFAL_09_syn1
GO:0006979	22	response to oxidative stress	PETFAL_09_syn1
GO:0007005	23	mitochondrion organization	PETFAL_09_syn1
GO:0007018	110	microtubule-based movement	PETFAL_09_syn1
GO:0007165	128	signal transduction	PETFAL_09_syn1
GO:0007166	140	cell surface receptor signaling pathway	PETFAL_09_syn1
GO:0007186	22	G protein-coupled receptor signaling pathway	PETFAL_09_syn1
GO:0007231	104	osmosensory signaling pathway	PETFAL_09_syn1
GO:0007263	349	nitric oxide mediated signal transduction	PETFAL_09_syn1
GO:0007264	348	small GTPase mediated signal transduction	PETFAL_09_syn1
GO:0007267	22	cell-cell signaling	PETFAL_09_syn1
GO:0007389	98	pattern specification process	PETFAL_09_syn1
GO:0008299	92	isoprenoid biosynthetic process	PETFAL_09_syn1
GO:0009094	99	L-phenylalanine biosynthetic process	PETFAL_09_syn1
GO:0009095	99	aromatic amino acid family biosynthetic process, prephenate pathway	PETFAL_09_syn1
GO:0009202	45	deoxyribonucleoside triphosphate biosynthetic process	PETFAL_09_syn1
GO:0009240	92	isopentenyl diphosphate biosynthetic process	PETFAL_09_syn1
GO:0009263	45	deoxyribonucleotide biosynthetic process	PETFAL_09_syn1
GO:0009267	83	cellular response to starvation	PETFAL_09_syn1
GO:0009395	265	phospholipid catabolic process	PETFAL_09_syn1
GO:0009409	834	response to cold	PETFAL_09_syn1
GO:0009414	1367	response to water deprivation	PETFAL_09_syn1
GO:0009416	177	response to light stimulus	PETFAL_09_syn1
GO:0009423	135	chorismate biosynthetic process	PETFAL_09_syn1
GO:0009451	158	RNA modification	PETFAL_09_syn1
GO:0009553	437	embryo sac development	PETFAL_09_syn1
GO:0009555	418	pollen development	PETFAL_09_syn1
GO:0009556	971	microsporogenesis	PETFAL_09_syn1
GO:0009610	97	response to symbiotic fungus	PETFAL_09_syn1
GO:0009611	115	response to wounding	PETFAL_09_syn1
GO:0009617	1529	response to bacterium	PETFAL_09_syn1
GO:0009625	806	response to insect	PETFAL_09_syn1
GO:0009627	509	systemic acquired resistance	PETFAL_09_syn1
GO:0009630	244	gravitropism	PETFAL_09_syn1
GO:0009639	212	response to red or far red light	PETFAL_09_syn1
GO:0009641	93	shade avoidance	PETFAL_09_syn1
GO:0009649	83	entrainment of circadian clock	PETFAL_09_syn1
GO:0009651	877	response to salt stress	PETFAL_09_syn1
GO:0009658	107	chloroplast organization	PETFAL_09_syn1
GO:0009682	713	induced systemic resistance	PETFAL_09_syn1
GO:0009686	335	gibberellin biosynthetic process	PETFAL_09_syn1
GO:0009723	64	response to ethylene	PETFAL_09_syn1
GO:0009735	249	response to cytokinin	PETFAL_09_syn1
GO:0009737	878	response to abscisic acid	PETFAL_09_syn1
GO:0009738	58	abscisic acid-activated signaling pathway	PETFAL_09_syn1
GO:0009739	395	response to gibberellin	PETFAL_09_syn1
GO:0009751	925	response to salicylic acid	PETFAL_09_syn1
GO:0009753	951	response to jasmonic acid	PETFAL_09_syn1
GO:0009755	100	hormone-mediated signaling pathway	PETFAL_09_syn1
GO:0009759	713	indole glucosinolate biosynthetic process	PETFAL_09_syn1
GO:0009789	236	positive regulation of abscisic acid-activated signaling pathway	PETFAL_09_syn1
GO:0009793	263	embryo development ending in seed dormancy	PETFAL_09_syn1
GO:0009833	231	plant-type primary cell wall biogenesis	PETFAL_09_syn1
GO:0009845	46	seed germination	PETFAL_09_syn1
GO:0009846	93	pollen germination	PETFAL_09_syn1
GO:0009860	157	pollen tube growth	PETFAL_09_syn1
GO:0009861	93	jasmonic acid and ethylene-dependent systemic resistance	PETFAL_09_syn1
GO:0009862	713	systemic acquired resistance, salicylic acid mediated signaling pathway	PETFAL_09_syn1
GO:0009864	735	induced systemic resistance, jasmonic acid mediated signaling pathway	PETFAL_09_syn1
GO:0009867	93	jasmonic acid mediated signaling pathway	PETFAL_09_syn1
GO:0009873	64	ethylene-activated signaling pathway	PETFAL_09_syn1
GO:0009901	324	anther dehiscence	PETFAL_09_syn1
GO:0009903	178	chloroplast avoidance movement	PETFAL_09_syn1
GO:0009904	178	chloroplast accumulation movement	PETFAL_09_syn1
GO:0009909	93	regulation of flower development	PETFAL_09_syn1
GO:0009910	46	negative regulation of flower development	PETFAL_09_syn1
GO:0009926	231	auxin polar transport	PETFAL_09_syn1
GO:0009933	94	meristem structural organization	PETFAL_09_syn1
GO:0009968	58	negative regulation of signal transduction	PETFAL_09_syn1
GO:0010018	212	far-red light signaling pathway	PETFAL_09_syn1
GO:0010030	74	positive regulation of seed germination	PETFAL_09_syn1
GO:0010051	615	xylem and phloem pattern formation	PETFAL_09_syn1
GO:0010052	32	guard cell differentiation	PETFAL_09_syn1
GO:0010075	100	regulation of meristem growth	PETFAL_09_syn1
GO:0010078	100	maintenance of root meristem identity	PETFAL_09_syn1
GO:0010088	100	phloem development	PETFAL_09_syn1
GO:0010104	713	regulation of ethylene-activated signaling pathway	PETFAL_09_syn1
GO:0010118	125	stomatal movement	PETFAL_09_syn1
GO:0010120	713	camalexin biosynthetic process	PETFAL_09_syn1
GO:0010150	1038	leaf senescence	PETFAL_09_syn1
GO:0010162	46	seed dormancy process	PETFAL_09_syn1
GO:0010182	64	sugar mediated signaling pathway	PETFAL_09_syn1
GO:0010188	67	response to microbial phytotoxin	PETFAL_09_syn1
GO:0010193	67	response to ozone	PETFAL_09_syn1
GO:0010196	98	nonphotochemical quenching	PETFAL_09_syn1
GO:0010197	110	polar nucleus fusion	PETFAL_09_syn1
GO:0010200	1205	response to chitin	PETFAL_09_syn1
GO:0010208	324	pollen wall assembly	PETFAL_09_syn1
GO:0010214	74	seed coat development	PETFAL_09_syn1
GO:0010215	231	cellulose microfibril organization	PETFAL_09_syn1
GO:0010218	93	response to far red light	PETFAL_09_syn1
GO:0010228	5	vegetative to reproductive phase transition of meristem	PETFAL_09_syn1
GO:0010234	441	anther wall tapetum cell fate specification	PETFAL_09_syn1
GO:0010239	107	chloroplast mRNA processing	PETFAL_09_syn1
GO:0010252	231	auxin homeostasis	PETFAL_09_syn1
GO:0010286	224	heat acclimation	PETFAL_09_syn1
GO:0010311	615	lateral root formation	PETFAL_09_syn1
GO:0010315	231	auxin efflux	PETFAL_09_syn1
GO:0010468	307	regulation of gene expression	PETFAL_09_syn1
GO:0010540	244	basipetal auxin transport	PETFAL_09_syn1
GO:0010584	145	pollen exine formation	PETFAL_09_syn1
GO:0010587	58	miRNA catabolic process	PETFAL_09_syn1
GO:0010601	437	positive regulation of auxin biosynthetic process	PETFAL_09_syn1
GO:0012501	236	programmed cell death	PETFAL_09_syn1
GO:0015031	142	protein transport	PETFAL_09_syn1
GO:0015739	145	sialic acid transport	PETFAL_09_syn1
GO:0015741	38	fumarate transport	PETFAL_09_syn1
GO:0015742	38	alpha-ketoglutarate transport	PETFAL_09_syn1
GO:0015743	38	malate transport	PETFAL_09_syn1
GO:0015744	38	succinate transport	PETFAL_09_syn1
GO:0015746	38	citrate transport	PETFAL_09_syn1
GO:0015789	145	UDP-N-acetylgalactosamine transmembrane transport	PETFAL_09_syn1
GO:0015810	154	aspartate transmembrane transport	PETFAL_09_syn1
GO:0015827	154	tryptophan transport	PETFAL_09_syn1
GO:0015853	58	adenine transport	PETFAL_09_syn1
GO:0015854	58	guanine transport	PETFAL_09_syn1
GO:0015979	29	photosynthesis	PETFAL_09_syn1
GO:0015995	92	chlorophyll biosynthetic process	PETFAL_09_syn1
GO:0016036	165	cellular response to phosphate starvation	PETFAL_09_syn1
GO:0016042	266	lipid catabolic process	PETFAL_09_syn1
GO:0016099	99	monoterpenoid biosynthetic process	PETFAL_09_syn1
GO:0016114	295	terpenoid biosynthetic process	PETFAL_09_syn1
GO:0016197	290	endosomal transport	PETFAL_09_syn1
GO:0016310	307	phosphorylation	PETFAL_09_syn1
GO:0016567	1068	protein ubiquitination	PETFAL_09_syn1
GO:0017186	129	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	PETFAL_09_syn1
GO:0018105	247	peptidyl-serine phosphorylation	PETFAL_09_syn1
GO:0018230	98	peptidyl-L-cysteine S-palmitoylation	PETFAL_09_syn1
GO:0019374	99	galactolipid metabolic process	PETFAL_09_syn1
GO:0019632	135	shikimate metabolic process	PETFAL_09_syn1
GO:0019676	10	ammonia assimilation cycle	PETFAL_09_syn1
GO:0019722	22	calcium-mediated signaling	PETFAL_09_syn1
GO:0030001	81	metal ion transport	PETFAL_09_syn1
GO:0030244	231	cellulose biosynthetic process	PETFAL_09_syn1
GO:0031146	187	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	PETFAL_09_syn1
GO:0031347	713	regulation of defense response	PETFAL_09_syn1
GO:0031348	93	negative regulation of defense response	PETFAL_09_syn1
GO:0031540	615	regulation of anthocyanin biosynthetic process	PETFAL_09_syn1
GO:0033214	249	siderophore-dependent iron import into cell	PETFAL_09_syn1
GO:0033500	104	carbohydrate homeostasis	PETFAL_09_syn1
GO:0033611	74	oxalate catabolic process	PETFAL_09_syn1
GO:0034243	46	regulation of transcription elongation from RNA polymerase II promoter	PETFAL_09_syn1
GO:0034755	29	iron ion transmembrane transport	PETFAL_09_syn1
GO:0035556	991	intracellular signal transduction	PETFAL_09_syn1
GO:0042128	107	nitrate assimilation	PETFAL_09_syn1
GO:0042742	2022	defense response to bacterium	PETFAL_09_syn1
GO:0042752	248	regulation of circadian rhythm	PETFAL_09_syn1
GO:0043068	150	positive regulation of programmed cell death	PETFAL_09_syn1
GO:0043157	58	response to cation stress	PETFAL_09_syn1
GO:0043622	231	cortical microtubule organization	PETFAL_09_syn1
GO:0043693	196	monoterpene biosynthetic process	PETFAL_09_syn1
GO:0043953	38	protein transport by the Tat complex	PETFAL_09_syn1
GO:0044205	165	'de novo' UMP biosynthetic process	PETFAL_09_syn1
GO:0045038	38	protein import into chloroplast thylakoid membrane	PETFAL_09_syn1
GO:0045332	99	phospholipid translocation	PETFAL_09_syn1
GO:0045492	97	xylan biosynthetic process	PETFAL_09_syn1
GO:0045493	176	xylan catabolic process	PETFAL_09_syn1
GO:0045595	100	regulation of cell differentiation	PETFAL_09_syn1
GO:0045694	43	regulation of embryo sac egg cell differentiation	PETFAL_09_syn1
GO:0045892	1120	negative regulation of transcription, DNA-templated	PETFAL_09_syn1
GO:0045893	565	positive regulation of transcription, DNA-templated	PETFAL_09_syn1
GO:0046470	236	phosphatidylcholine metabolic process	PETFAL_09_syn1
GO:0046473	236	phosphatidic acid metabolic process	PETFAL_09_syn1
GO:0046686	291	response to cadmium ion	PETFAL_09_syn1
GO:0046777	828	protein autophosphorylation	PETFAL_09_syn1
GO:0046854	231	phosphatidylinositol phosphorylation	PETFAL_09_syn1
GO:0046855	58	inositol phosphate dephosphorylation	PETFAL_09_syn1
GO:0047484	713	regulation of response to osmotic stress	PETFAL_09_syn1
GO:0048015	559	phosphatidylinositol-mediated signaling	PETFAL_09_syn1
GO:0048364	436	root development	PETFAL_09_syn1
GO:0048437	1152	floral organ development	PETFAL_09_syn1
GO:0048443	93	stamen development	PETFAL_09_syn1
GO:0048467	231	gynoecium development	PETFAL_09_syn1
GO:0048573	58	photoperiodism, flowering	PETFAL_09_syn1
GO:0048589	10	developmental growth	PETFAL_09_syn1
GO:0048767	391	root hair elongation	PETFAL_09_syn1
GO:0048768	64	root hair cell tip growth	PETFAL_09_syn1
GO:0048831	615	regulation of shoot system development	PETFAL_09_syn1
GO:0048868	231	pollen tube development	PETFAL_09_syn1
GO:0050684	307	regulation of mRNA processing	PETFAL_09_syn1
GO:0050826	155	response to freezing	PETFAL_09_syn1
GO:0050832	1541	defense response to fungus	PETFAL_09_syn1
GO:0050992	92	dimethylallyl diphosphate biosynthetic process	PETFAL_09_syn1
GO:0051211	231	anisotropic cell growth	PETFAL_09_syn1
GO:0051512	58	positive regulation of unidimensional cell growth	PETFAL_09_syn1
GO:0051571	29	positive regulation of histone H3-K4 methylation	PETFAL_09_syn1
GO:0051592	231	response to calcium ion	PETFAL_09_syn1
GO:0051707	99	response to other organism	PETFAL_09_syn1
GO:0051762	335	sesquiterpene biosynthetic process	PETFAL_09_syn1
GO:0055072	249	iron ion homeostasis	PETFAL_09_syn1
GO:0055085	448	transmembrane transport	PETFAL_09_syn1
GO:0055088	23	lipid homeostasis	PETFAL_09_syn1
GO:0070507	231	regulation of microtubule cytoskeleton organization	PETFAL_09_syn1
GO:0070588	104	calcium ion transmembrane transport	PETFAL_09_syn1
GO:0070994	58	detection of oxidative stress	PETFAL_09_syn1
GO:0071215	83	cellular response to abscisic acid stimulus	PETFAL_09_syn1
GO:0071230	22	cellular response to amino acid stimulus	PETFAL_09_syn1
GO:0071260	104	cellular response to mechanical stimulus	PETFAL_09_syn1
GO:0071333	83	cellular response to glucose stimulus	PETFAL_09_syn1
GO:0071370	567	cellular response to gibberellin stimulus	PETFAL_09_syn1
GO:0071456	1118	cellular response to hypoxia	PETFAL_09_syn1
GO:0071805	94	potassium ion transmembrane transport	PETFAL_09_syn1
GO:0071816	56	tail-anchored membrane protein insertion into ER membrane	PETFAL_09_syn1
GO:0072699	231	protein localization to cortical microtubule cytoskeleton	PETFAL_09_syn1
GO:0080092	93	regulation of pollen tube growth	PETFAL_09_syn1
GO:0080113	615	regulation of seed growth	PETFAL_09_syn1
GO:0080141	58	regulation of jasmonic acid biosynthetic process	PETFAL_09_syn1
GO:0080151	713	positive regulation of salicylic acid mediated signaling pathway	PETFAL_09_syn1
GO:0080156	56	mitochondrial mRNA modification	PETFAL_09_syn1
GO:0080162	231	intracellular auxin transport	PETFAL_09_syn1
GO:0080167	351	response to karrikin	PETFAL_09_syn1
GO:0080187	713	floral organ senescence	PETFAL_09_syn1
GO:0090333	1193	regulation of stomatal closure	PETFAL_09_syn1
GO:0090548	615	response to nitrate starvation	PETFAL_09_syn1
GO:0097054	10	L-glutamate biosynthetic process	PETFAL_09_syn1
GO:0098542	29	defense response to other organism	PETFAL_09_syn1
GO:0099402	98	plant organ development	PETFAL_09_syn1
GO:0106167	93	extracellular ATP signaling	PETFAL_09_syn1
GO:1900056	713	negative regulation of leaf senescence	PETFAL_09_syn1
GO:1900457	713	regulation of brassinosteroid mediated signaling pathway	PETFAL_09_syn1
GO:1901141	615	regulation of lignin biosynthetic process	PETFAL_09_syn1
GO:1901259	107	chloroplast rRNA processing	PETFAL_09_syn1
GO:1901333	615	positive regulation of lateral root development	PETFAL_09_syn1
GO:1902025	615	nitrate import	PETFAL_09_syn1
GO:1902066	32	regulation of cell wall pectin metabolic process	PETFAL_09_syn1
GO:1902183	145	regulation of shoot apical meristem development	PETFAL_09_syn1
GO:1902458	38	positive regulation of stomatal opening	PETFAL_09_syn1
GO:1903070	145	negative regulation of ER-associated ubiquitin-dependent protein catabolic process	PETFAL_09_syn1
GO:1903426	38	regulation of reactive oxygen species biosynthetic process	PETFAL_09_syn1
GO:1903857	145	negative regulation of cytokinin dehydrogenase activity	PETFAL_09_syn1
GO:1990569	145	UDP-N-acetylglucosamine transmembrane transport	PETFAL_09_syn1
GO:2000022	870	regulation of jasmonic acid mediated signaling pathway	PETFAL_09_syn1
GO:2000023	615	regulation of lateral root development	PETFAL_09_syn1
GO:2000028	58	regulation of photoperiodism, flowering	PETFAL_09_syn1
GO:2000031	713	regulation of salicylic acid mediated signaling pathway	PETFAL_09_syn1
GO:2000067	231	regulation of root morphogenesis	PETFAL_09_syn1
GO:2000070	751	regulation of response to water deprivation	PETFAL_09_syn1
GO:2000082	64	regulation of L-ascorbic acid biosynthetic process	PETFAL_09_syn1
GO:2000280	615	regulation of root development	PETFAL_09_syn1
GO:2000652	615	regulation of secondary cell wall biogenesis	PETFAL_09_syn1
GO:0000079	58	regulation of cyclin-dependent protein serine/threonine kinase activity	PETFAL_11_syn1
GO:0000165	193	MAPK cascade	PETFAL_11_syn1
GO:0000184	466	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	PETFAL_11_syn1
GO:0000209	226	protein polyubiquitination	PETFAL_11_syn1
GO:0000226	113	microtubule cytoskeleton organization	PETFAL_11_syn1
GO:0000244	110	spliceosomal tri-snRNP complex assembly	PETFAL_11_syn1
GO:0000278	45	mitotic cell cycle	PETFAL_11_syn1
GO:0000394	402	RNA splicing, via endonucleolytic cleavage and ligation	PETFAL_11_syn1
GO:0000395	145	mRNA 5'-splice site recognition	PETFAL_11_syn1
GO:0000479	190	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	PETFAL_11_syn1
GO:0000725	52	recombinational repair	PETFAL_11_syn1
GO:0000911	224	cytokinesis by cell plate formation	PETFAL_11_syn1
GO:0000919	103	cell plate assembly	PETFAL_11_syn1
GO:0000972	46	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	PETFAL_11_syn1
GO:0001510	112	RNA methylation	PETFAL_11_syn1
GO:0001578	39	microtubule bundle formation	PETFAL_11_syn1
GO:0001682	190	tRNA 5'-leader removal	PETFAL_11_syn1
GO:0001708	29	cell fate specification	PETFAL_11_syn1
GO:0001709	259	cell fate determination	PETFAL_11_syn1
GO:0002229	169	defense response to oomycetes	PETFAL_11_syn1
GO:0002237	45	response to molecule of bacterial origin	PETFAL_11_syn1
GO:0005975	523	carbohydrate metabolic process	PETFAL_11_syn1
GO:0005991	90	trehalose metabolic process	PETFAL_11_syn1
GO:0005992	5	trehalose biosynthetic process	PETFAL_11_syn1
GO:0006081	209	cellular aldehyde metabolic process	PETFAL_11_syn1
GO:0006099	45	tricarboxylic acid cycle	PETFAL_11_syn1
GO:0006109	58	regulation of carbohydrate metabolic process	PETFAL_11_syn1
GO:0006122	58	mitochondrial electron transport, ubiquinol to cytochrome c	PETFAL_11_syn1
GO:0006123	58	mitochondrial electron transport, cytochrome c to oxygen	PETFAL_11_syn1
GO:0006152	99	purine nucleoside catabolic process	PETFAL_11_syn1
GO:0006164	32	purine nucleotide biosynthetic process	PETFAL_11_syn1
GO:0006165	65	nucleoside diphosphate phosphorylation	PETFAL_11_syn1
GO:0006183	65	GTP biosynthetic process	PETFAL_11_syn1
GO:0006189	32	'de novo' IMP biosynthetic process	PETFAL_11_syn1
GO:0006207	90	'de novo' pyrimidine nucleobase biosynthetic process	PETFAL_11_syn1
GO:0006228	65	UTP biosynthetic process	PETFAL_11_syn1
GO:0006241	65	CTP biosynthetic process	PETFAL_11_syn1
GO:0006270	43	DNA replication initiation	PETFAL_11_syn1
GO:0006281	1725	DNA repair	PETFAL_11_syn1
GO:0006282	402	regulation of DNA repair	PETFAL_11_syn1
GO:0006284	1222	base-excision repair	PETFAL_11_syn1
GO:0006306	1222	DNA methylation	PETFAL_11_syn1
GO:0006342	1245	chromatin silencing	PETFAL_11_syn1
GO:0006349	29	regulation of gene expression by genetic imprinting	PETFAL_11_syn1
GO:0006351	238	transcription, DNA-templated	PETFAL_11_syn1
GO:0006355	4387	regulation of transcription, DNA-templated	PETFAL_11_syn1
GO:0006357	307	regulation of transcription by RNA polymerase II	PETFAL_11_syn1
GO:0006364	230	rRNA processing	PETFAL_11_syn1
GO:0006396	145	RNA processing	PETFAL_11_syn1
GO:0006400	29	tRNA modification	PETFAL_11_syn1
GO:0006402	625	mRNA catabolic process	PETFAL_11_syn1
GO:0006405	46	RNA export from nucleus	PETFAL_11_syn1
GO:0006413	154	translational initiation	PETFAL_11_syn1
GO:0006419	29	alanyl-tRNA aminoacylation	PETFAL_11_syn1
GO:0006468	7676	protein phosphorylation	PETFAL_11_syn1
GO:0006470	74	protein dephosphorylation	PETFAL_11_syn1
GO:0006473	251	protein acetylation	PETFAL_11_syn1
GO:0006479	50	protein methylation	PETFAL_11_syn1
GO:0006486	90	protein glycosylation	PETFAL_11_syn1
GO:0006487	58	protein N-linked glycosylation	PETFAL_11_syn1
GO:0006488	29	dolichol-linked oligosaccharide biosynthetic process	PETFAL_11_syn1
GO:0006490	29	oligosaccharide-lipid intermediate biosynthetic process	PETFAL_11_syn1
GO:0006511	692	ubiquitin-dependent protein catabolic process	PETFAL_11_syn1
GO:0006520	90	cellular amino acid metabolic process	PETFAL_11_syn1
GO:0006535	78	cysteine biosynthetic process from serine	PETFAL_11_syn1
GO:0006540	69	glutamate decarboxylation to succinate	PETFAL_11_syn1
GO:0006561	5	proline biosynthetic process	PETFAL_11_syn1
GO:0006565	53	L-serine catabolic process	PETFAL_11_syn1
GO:0006606	231	protein import into nucleus	PETFAL_11_syn1
GO:0006629	1168	lipid metabolic process	PETFAL_11_syn1
GO:0006633	186	fatty acid biosynthetic process	PETFAL_11_syn1
GO:0006635	123	fatty acid beta-oxidation	PETFAL_11_syn1
GO:0006646	220	phosphatidylethanolamine biosynthetic process	PETFAL_11_syn1
GO:0006662	58	glycerol ether metabolic process	PETFAL_11_syn1
GO:0006680	177	glucosylceramide catabolic process	PETFAL_11_syn1
GO:0006730	53	one-carbon metabolic process	PETFAL_11_syn1
GO:0006741	96	NADP biosynthetic process	PETFAL_11_syn1
GO:0006807	90	nitrogen compound metabolic process	PETFAL_11_syn1
GO:0006855	136	drug transmembrane transport	PETFAL_11_syn1
GO:0006863	300	purine nucleobase transport	PETFAL_11_syn1
GO:0006865	29	amino acid transport	PETFAL_11_syn1
GO:0006874	200	cellular calcium ion homeostasis	PETFAL_11_syn1
GO:0006891	228	intra-Golgi vesicle-mediated transport	PETFAL_11_syn1
GO:0006950	213	response to stress	PETFAL_11_syn1
GO:0006970	657	response to osmotic stress	PETFAL_11_syn1
GO:0006974	99	cellular response to DNA damage stimulus	PETFAL_11_syn1
GO:0006979	842	response to oxidative stress	PETFAL_11_syn1
GO:0006997	109	nucleus organization	PETFAL_11_syn1
GO:0007018	158	microtubule-based movement	PETFAL_11_syn1
GO:0007020	39	microtubule nucleation	PETFAL_11_syn1
GO:0007021	29	tubulin complex assembly	PETFAL_11_syn1
GO:0007023	29	post-chaperonin tubulin folding pathway	PETFAL_11_syn1
GO:0007029	522	endoplasmic reticulum organization	PETFAL_11_syn1
GO:0007030	125	Golgi organization	PETFAL_11_syn1
GO:0007031	123	peroxisome organization	PETFAL_11_syn1
GO:0007064	203	mitotic sister chromatid cohesion	PETFAL_11_syn1
GO:0007098	425	centrosome cycle	PETFAL_11_syn1
