Term	Annotation	Total_Grantham_SV	Rank_SV	Total_Grantham_Bkgd	Rank_Bkgd	Rank_Compare	Rank_Compare_Abs
GO:0009880	embryonic pattern specification	513	2093	855	623	1470	1470
GO:0009901	anther dehiscence	1076	1641.5	1106	466	1175.5	1175.5
GO:0009902	chloroplast relocation	338	2230.5	NA	NA	NA	NA
GO:0009903	chloroplast avoidance movement	2126	718.5	228	994	-275.5	275.5
GO:0009904	chloroplast accumulation movement	2125	720	227	995	-275	275
GO:0009908	flower development	4057	118	1580	313	-195	195
GO:0009909	regulation of flower development	6179	57	3282	106	-49	49
GO:0009910	negative regulation of flower development	8180	33	2167	200.5	-167.5	167.5
GO:0009911	positive regulation of flower development	3259	194	617	783	-589	589
GO:0009913	epidermal cell differentiation	642	1994	NA	NA	NA	NA
GO:0009915	phloem sucrose loading	1756	1024	NA	NA	NA	NA
GO:0009920	cell plate formation involved in plant-type cell wall biogenesis	202	2298.5	88	1043	1255.5	1255.5
GO:0009926	auxin polar transport	1407	1351.5	5580	34	1317.5	1317.5
GO:0009932	cell tip growth	3807	140	2428	171	-31	31
GO:0009933	meristem structural organization	1089	1636	NA	NA	NA	NA
GO:0009934	regulation of meristem structural organization	2221	626.5	827	645.5	-19	19
GO:0009937	regulation of gibberellic acid mediated signaling pathway	1995	829	931	569	260	260
GO:0009938	negative regulation of gibberellic acid mediated signaling pathway	2443	429	2442	170	259	259
GO:0009939	positive regulation of gibberellic acid mediated signaling pathway	2263	579	NA	NA	NA	NA
GO:0009942	longitudinal axis specification	2496	401	NA	NA	NA	NA
GO:0009943	adaxial/abaxial axis specification	183	2308	NA	NA	NA	NA
GO:0009944	polarity specification of adaxial/abaxial axis	2183	668.5	736	708.5	-40	40
GO:0009945	radial axis specification	2147	700	NA	NA	NA	NA
GO:0009954	proximal/distal pattern formation	1722	1055	NA	NA	NA	NA
GO:0009956	radial pattern formation	1694	1078	NA	NA	NA	NA
GO:0009958	positive gravitropism	1929	886	943	561	325	325
GO:0009959	negative gravitropism	2232	615	622	776.5	-161.5	161.5
GO:0009960	endosperm development	2225	622	3551	96	526	526
GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid	1928	888	NA	NA	NA	NA
GO:0009963	positive regulation of flavonoid biosynthetic process	7531	37	NA	NA	NA	NA
GO:0009965	leaf morphogenesis	3940	127	1229	418	-291	291
GO:0009966	regulation of signal transduction	1884	932	NA	NA	NA	NA
GO:0009968	negative regulation of signal transduction	1199	1529.5	NA	NA	NA	NA
GO:0009969	xyloglucan biosynthetic process	2797	293	NA	NA	NA	NA
GO:0009970	cellular response to sulfate starvation	448	2133.5	134	1028	1105.5	1105.5
GO:0009972	cytidine deamination	414	2163	NA	NA	NA	NA
GO:0009991	response to extracellular stimulus	1960	859	1063	487.5	371.5	371.5
GO:0009992	cellular water homeostasis	530	2081.5	NA	NA	NA	NA
GO:0010014	meristem initiation	1595	1174.5	NA	NA	NA	NA
GO:0010015	root morphogenesis	2122	724.5	1682	284	440.5	440.5
GO:0010017	red or far-red light signaling pathway	1808	989	1036	504	485	485
GO:0010018	far-red light signaling pathway	775	1884	NA	NA	NA	NA
GO:0010019	chloroplast-nucleus signaling pathway	342	2227	NA	NA	NA	NA
GO:0010020	chloroplast fission	542	2073.5	1041	500	1573.5	1573.5
GO:0010021	amylopectin biosynthetic process	331	2235	NA	NA	NA	NA
GO:0010022	meristem determinacy	1245	1489	NA	NA	NA	NA
GO:0010023	proanthocyanidin biosynthetic process	2791	296.5	NA	NA	NA	NA
GO:0010025	wax biosynthetic process	3173	206	1059	490	-284	284
GO:0010026	trichome differentiation	5948	63	1259	409	-346	346
GO:0010027	thylakoid membrane organization	2978	240	2710	151	89	89
GO:0010028	xanthophyll cycle	2483	408	NA	NA	NA	NA
GO:0010029	regulation of seed germination	5219	78	3155	114	-36	36
GO:0010030	positive regulation of seed germination	2146	701	NA	NA	NA	NA
GO:0010031	circumnutation	1894	921	2364	179	742	742
GO:0010033	response to organic substance	2028	801	NA	NA	NA	NA
GO:0010037	response to carbon dioxide	2809	287	853	625	-338	338
GO:0010038	response to metal ion	2836	281	882	604	-323	323
GO:0010039	response to iron ion	1980	842	1972	234	608	608
GO:0010043	response to zinc ion	2185	667	910	590	77	77
GO:0010044	response to aluminum ion	1991	835	2504	166	669	669
GO:0010047	fruit dehiscence	1174	1559.5	582	801.5	758	758
GO:0010048	vernalization response	7324	39	1514	327.5	-288.5	288.5
GO:0010050	vegetative phase change	2940	253	NA	NA	NA	NA
GO:0010051	xylem and phloem pattern formation	5381	73	1450	335	-262	262
GO:0010052	guard cell differentiation	1002	1705	NA	NA	NA	NA
GO:0010053	root epidermal cell differentiation	5771	64	2352	181	-117	117
GO:0010054	trichoblast differentiation	2338	514	NA	NA	NA	NA
GO:0010055	atrichoblast differentiation	316	2240.5	NA	NA	NA	NA
GO:0010064	embryonic shoot morphogenesis	612	2010	NA	NA	NA	NA
GO:0010067	procambium histogenesis	2217	632.5	NA	NA	NA	NA
GO:0010071	root meristem specification	2092	750	NA	NA	NA	NA
GO:0010072	primary shoot apical meristem specification	2082	753.5	2657	155	598.5	598.5
GO:0010073	meristem maintenance	3373	181	754	697.5	-516.5	516.5
GO:0010075	regulation of meristem growth	3634	159	845	630	-471	471
GO:0010076	maintenance of floral meristem identity	1067	1651.5	NA	NA	NA	NA
GO:0010077	maintenance of inflorescence meristem identity	1294	1438	NA	NA	NA	NA
GO:0010078	maintenance of root meristem identity	1473	1294	504	854	440	440
GO:0010080	regulation of floral meristem growth	1933	879	NA	NA	NA	NA
GO:0010081	regulation of inflorescence meristem growth	1897	918	NA	NA	NA	NA
GO:0010082	regulation of root meristem growth	2698	332.5	1488	332	0.5	0.5
GO:0010087	phloem or xylem histogenesis	2969	242	2762	145	97	97
GO:0010088	phloem development	2837	280	NA	NA	NA	NA
GO:0010089	xylem development	2904	260	1623	301.5	-41.5	41.5
GO:0010090	trichome morphogenesis	3066	224	1446	336	-112	112
GO:0010091	trichome branching	2670	341	NA	NA	NA	NA
GO:0010093	specification of floral organ identity	2647	349	NA	NA	NA	NA
GO:0010098	suspensor development	2226	620.5	NA	NA	NA	NA
GO:0010099	regulation of photomorphogenesis	2916	257	860	619.5	-362.5	362.5
GO:0010100	negative regulation of photomorphogenesis	1340	1406.5	NA	NA	NA	NA
GO:0010102	lateral root morphogenesis	1540	1228	1133	456.5	771.5	771.5
GO:0010103	stomatal complex morphogenesis	3115	218	1351	371	-153	153
GO:0010104	regulation of ethylene-activated signaling pathway	3577	164	4887	58	106	106
GO:0010105	negative regulation of ethylene-activated signaling pathway	3557	167	NA	NA	NA	NA
GO:0010106	cellular response to iron ion starvation	330	2236	NA	NA	NA	NA
GO:0010112	regulation of systemic acquired resistance	1896	919	831	640.5	278.5	278.5
GO:0010113	negative regulation of systemic acquired resistance	1182	1544	1538	324	1220	1220
GO:0010114	response to red light	2019	806.5	922	574	232.5	232.5
GO:0010115	regulation of abscisic acid biosynthetic process	2127	716.5	NA	NA	NA	NA
GO:0010116	positive regulation of abscisic acid biosynthetic process	1388	1365	NA	NA	NA	NA
GO:0010117	photoprotection	2792	295	NA	NA	NA	NA
GO:0010118	stomatal movement	4936	87	2649	157	-70	70
GO:0010119	regulation of stomatal movement	4998	85	1311	386	-301	301
GO:0010120	camalexin biosynthetic process	2170	680.5	4205	81	599.5	599.5
GO:0010133	proline catabolic process to glutamate	2066	766	NA	NA	NA	NA
GO:0010143	cutin biosynthetic process	1161	1576	1347	372	1204	1204
GO:0010148	transpiration	2274	572	NA	NA	NA	NA
GO:0010150	leaf senescence	6989	45	5353	39	6	6
GO:0010152	pollen maturation	2681	339	596	795	-456	456
GO:0010154	fruit development	1433	1327	1374	362	965	965
GO:0010155	regulation of proton transport	1917	903	NA	NA	NA	NA
GO:0010158	abaxial cell fate specification	395	2179	154	1020	1159	1159
GO:0010161	red light signaling pathway	1675	1102	760	689	413	413
GO:0010162	seed dormancy process	2899	261	NA	NA	NA	NA
GO:0010167	response to nitrate	2527	389	1077	479	-90	90
GO:0010182	sugar mediated signaling pathway	6188	56	1221	423	-367	367
GO:0010183	pollen tube guidance	3112	219	1641	297.5	-78.5	78.5
GO:0010186	positive regulation of cellular defense response	1534	1235	NA	NA	NA	NA
GO:0010187	negative regulation of seed germination	3222	200	494	865	-665	665
GO:0010188	response to microbial phytotoxin	2063	771.5	NA	NA	NA	NA
GO:0010189	vitamin E biosynthetic process	2770	306	NA	NA	NA	NA
GO:0010190	cytochrome b6f complex assembly	415	2162	356	942	1220	1220
GO:0010192	mucilage biosynthetic process	1580	1189.5	NA	NA	NA	NA
GO:0010193	response to ozone	3768	142	4852	61	81	81
GO:0010196	nonphotochemical quenching	1579	1191.5	597	794	397.5	397.5
GO:0010197	polar nucleus fusion	1930	884	971	548.5	335.5	335.5
GO:0010199	organ boundary specification between lateral organs and the meristem	1252	1480	NA	NA	NA	NA
GO:0010200	response to chitin	10260	21	12108	11	10	10
GO:0010201	response to continuous far red light stimulus by the high-irradiance response system	2409	447.5	NA	NA	NA	NA
GO:0010205	photoinhibition	1445	1318.5	NA	NA	NA	NA
GO:0010206	photosystem II repair	1503	1260	NA	NA	NA	NA
GO:0010207	photosystem II assembly	2246	600.5	2274	189	411.5	411.5
GO:0010208	pollen wall assembly	3949	126	647	754	-628	628
GO:0010212	response to ionizing radiation	2868	272	NA	NA	NA	NA
GO:0010213	non-photoreactive DNA repair	1477	1289	NA	NA	NA	NA
GO:0010214	seed coat development	3151	208	1641	297.5	-89.5	89.5
GO:0010215	cellulose microfibril organization	1660	1115.5	253	984	131.5	131.5
GO:0010216	maintenance of DNA methylation	1251	1483	NA	NA	NA	NA
GO:0010218	response to far red light	3123	216	1637	299	-83	83
GO:0010222	stem vascular tissue pattern formation	6784	48	2088	212	-164	164
GO:0010223	secondary shoot formation	3124	214.5	3789	86	128.5	128.5
GO:0010224	response to UV-B	3247	196	1208	425	-229	229
GO:0010225	response to UV-C	2297	554	905	594	-40	40
GO:0010227	floral organ abscission	3352	185	261	980.5	-795.5	795.5
GO:0010228	vegetative to reproductive phase transition of meristem	10327	20	2652	156	-136	136
GO:0010229	inflorescence development	1548	1219	NA	NA	NA	NA
GO:0010230	alternative respiration	65	2370	NA	NA	NA	NA
GO:0010231	maintenance of seed dormancy	1658	1117.5	NA	NA	NA	NA
GO:0010233	phloem transport	2654	348	1923	241	107	107
GO:0010234	anther wall tapetum cell fate specification	1165	1571.5	NA	NA	NA	NA
GO:0010236	plastoquinone biosynthetic process	1565	1201	1117	463.5	737.5	737.5
GO:0010239	chloroplast mRNA processing	660	1973	NA	NA	NA	NA
GO:0010244	response to low fluence blue light stimulus by blue low-fluence system	1990	836.5	NA	NA	NA	NA
GO:0010246	rhamnogalacturonan I biosynthetic process	2528	388	NA	NA	NA	NA
GO:0010247	detection of phosphate ion	479	2110	1245	412	1698	1698
GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	552	2058	NA	NA	NA	NA
GO:0010252	auxin homeostasis	7557	36	6628	30	6	6
GO:0010253	UDP-rhamnose biosynthetic process	2555	374	NA	NA	NA	NA
GO:0010254	nectary development	1072	1645.5	NA	NA	NA	NA
GO:0010255	glucose mediated signaling pathway	644	1990	NA	NA	NA	NA
GO:0010256	endomembrane system organization	518	2091	NA	NA	NA	NA
GO:0010258	NADH dehydrogenase complex (plastoquinone) assembly	1067	1651.5	NA	NA	NA	NA
GO:0010262	somatic embryogenesis	2164	686	966	551.5	134.5	134.5
GO:0010264	myo-inositol hexakisphosphate biosynthetic process	1053	1665	NA	NA	NA	NA
GO:0010266	response to vitamin B1	2043	787.5	NA	NA	NA	NA
GO:0010267	production of ta-siRNAs involved in RNA interference	2143	702	NA	NA	NA	NA
GO:0010268	brassinosteroid homeostasis	299	2248.5	831	640.5	1608	1608
GO:0010272	response to silver ion	2176	673.5	NA	NA	NA	NA
GO:0010273	detoxification of copper ion	678	1956	NA	NA	NA	NA
GO:0010274	hydrotropism	821	1848	NA	NA	NA	NA
GO:0010275	NAD(P)H dehydrogenase complex assembly	1112	1615	NA	NA	NA	NA
GO:0010286	heat acclimation	2547	376	1345	374.5	1.5	1.5
GO:0010288	response to lead ion	1986	838	NA	NA	NA	NA
GO:0010289	homogalacturonan biosynthetic process	895	1798.5	NA	NA	NA	NA
GO:0010304	PSII associated light-harvesting complex II catabolic process	1729	1045.5	NA	NA	NA	NA
GO:0010305	leaf vascular tissue pattern formation	2401	457	1535	325	132	132
GO:0010306	rhamnogalacturonan II biosynthetic process	2055	778.5	NA	NA	NA	NA
GO:0010310	regulation of hydrogen peroxide metabolic process	4315	105	772	676	-571	571
GO:0010311	lateral root formation	3726	147	2992	126	21	21
GO:0010315	auxin efflux	1128	1598	NA	NA	NA	NA
GO:0010321	regulation of vegetative phase change	6070	60	NA	NA	NA	NA
GO:0010323	negative regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	1557	1212	NA	NA	NA	NA
GO:0010324	membrane invagination	936	1749	NA	NA	NA	NA
GO:0010325	raffinose family oligosaccharide biosynthetic process	2190	660.5	NA	NA	NA	NA
GO:0010332	response to gamma radiation	2887	264	NA	NA	NA	NA
GO:0010336	gibberellic acid homeostasis	790	1871	2114	209.5	1661.5	1661.5
GO:0010337	regulation of salicylic acid metabolic process	1941	872.5	1862	250.5	622	622
GO:0010338	leaf formation	945	1744	NA	NA	NA	NA
GO:0010343	singlet oxygen-mediated programmed cell death	3026	231	NA	NA	NA	NA
GO:0010344	seed oilbody biogenesis	2120	728	949	558	170	170
GO:0010345	suberin biosynthetic process	5411	72	2129	206	-134	134
GO:0010350	cellular response to magnesium starvation	385	2184.5	NA	NA	NA	NA
GO:0010353	response to trehalose	2037	792.5	2042	222	570.5	570.5
GO:0010358	leaf shaping	1014	1696	726	715	981	981
GO:0010359	regulation of anion channel activity	1688	1087	NA	NA	NA	NA
GO:0010363	regulation of plant-type hypersensitive response	2035	794.5	NA	NA	NA	NA
GO:0010364	regulation of ethylene biosynthetic process	1834	967	NA	NA	NA	NA
GO:0010365	positive regulation of ethylene biosynthetic process	1787	1005	NA	NA	NA	NA
GO:0010366	negative regulation of ethylene biosynthetic process	1184	1542	1148	448	1094	1094
GO:0010371	regulation of gibberellin biosynthetic process	2198	650.5	NA	NA	NA	NA
GO:0010372	positive regulation of gibberellin biosynthetic process	1435	1324.5	NA	NA	NA	NA
GO:0010373	negative regulation of gibberellin biosynthetic process	1108	1621	NA	NA	NA	NA
GO:0010374	stomatal complex development	3233	199	NA	NA	NA	NA
GO:0010375	stomatal complex patterning	2327	524	1564	319	205	205
GO:0010380	regulation of chlorophyll biosynthetic process	1931	882	1909	243	639	639
GO:0010387	COP9 signalosome assembly	366	2202	NA	NA	NA	NA
GO:0010392	galactoglucomannan metabolic process	1152	1583	NA	NA	NA	NA
GO:0010393	galacturonan metabolic process	769	1888.5	NA	NA	NA	NA
GO:0010395	rhamnogalacturonan I metabolic process	2054	780.5	NA	NA	NA	NA
GO:0010405	arabinogalactan protein metabolic process	94	2352	NA	NA	NA	NA
GO:0010407	non-classical arabinogalactan protein metabolic process	1162	1573.5	NA	NA	NA	NA
GO:0010411	xyloglucan metabolic process	3753	145	1282	398	-253	253
GO:0010412	mannan metabolic process	963	1734	395	915	819	819
GO:0010413	glucuronoxylan metabolic process	806	1860.5	NA	NA	NA	NA
GO:0010417	glucuronoxylan biosynthetic process	1146	1590	524	835.5	754.5	754.5
GO:0010421	hydrogen peroxide-mediated programmed cell death	811	1857.5	NA	NA	NA	NA
GO:0010424	DNA methylation on cytosine within a CG sequence	665	1967.5	NA	NA	NA	NA
GO:0010430	fatty acid omega-oxidation	884	1804	NA	NA	NA	NA
GO:0010431	seed maturation	2510	396.5	948	559	-162.5	162.5
GO:0010434	bract formation	150	2324	NA	NA	NA	NA
GO:0010439	regulation of glucosinolate biosynthetic process	1829	971	NA	NA	NA	NA
GO:0010440	stomatal lineage progression	2351	493.5	3327	103	390.5	390.5
GO:0010442	guard cell morphogenesis	4107	115	NA	NA	NA	NA
GO:0010444	guard mother cell differentiation	969	1731	381	930	801	801
GO:0010447	response to acidic pH	1932	880	NA	NA	NA	NA
GO:0010449	root meristem growth	3186	205	1703	279	-74	74
GO:0010450	inflorescence meristem growth	803	1862	NA	NA	NA	NA
GO:0010466	negative regulation of peptidase activity	1123	1604.5	NA	NA	NA	NA
GO:0010468	regulation of gene expression	3960	125	3659	92	33	33
GO:0010476	gibberellin mediated signaling pathway	1160	1578.5	NA	NA	NA	NA
GO:0010477	response to sulfur dioxide	2032	797	NA	NA	NA	NA
GO:0010480	microsporocyte differentiation	1227	1500.5	NA	NA	NA	NA
GO:0010482	regulation of epidermal cell division	1758	1023	NA	NA	NA	NA
GO:0010483	pollen tube reception	2706	326	1576	315	11	11
GO:0010492	maintenance of shoot apical meristem identity	1419	1340	NA	NA	NA	NA
GO:0010496	intercellular transport	1276	1453.5	NA	NA	NA	NA
GO:0010497	plasmodesmata-mediated intercellular transport	2116	730.5	NA	NA	NA	NA
GO:0010499	proteasomal ubiquitin-independent protein catabolic process	1577	1194	668	743	451	451
GO:0010500	transmitting tissue development	2416	443	NA	NA	NA	NA
GO:0010506	regulation of autophagy	1699	1071.5	NA	NA	NA	NA
GO:0010508	positive regulation of autophagy	1668	1108.5	NA	NA	NA	NA
GO:0010529	negative regulation of transposition	1349	1398.5	NA	NA	NA	NA
GO:0010540	basipetal auxin transport	749	1903	62	1051	852	852
GO:0010541	acropetal auxin transport	51	2377	NA	NA	NA	NA
GO:0010555	response to mannitol	2206	645.5	NA	NA	NA	NA
GO:0010581	regulation of starch biosynthetic process	1908	909.5	NA	NA	NA	NA
GO:0010582	floral meristem determinacy	931	1756.5	NA	NA	NA	NA
GO:0010583	response to cyclopentenone	2304	551	1203	427.5	123.5	123.5
GO:0010584	pollen exine formation	2391	463.5	NA	NA	NA	NA
GO:0010587	miRNA catabolic process	1024	1686	NA	NA	NA	NA
GO:0010588	cotyledon vascular tissue pattern formation	5303	75	1287	396	-321	321
GO:0010597	green leaf volatile biosynthetic process	1072	1645.5	NA	NA	NA	NA
GO:0010600	regulation of auxin biosynthetic process	1695	1076	899	597	479	479
GO:0010601	positive regulation of auxin biosynthetic process	2324	528	1867	249	279	279
GO:0010603	regulation of cytoplasmic mRNA processing body assembly	2291	561	NA	NA	NA	NA
GO:0010608	posttranscriptional regulation of gene expression	1518	1249	1199	432	817	817
GO:0010618	aerenchyma formation	2415	444	NA	NA	NA	NA
GO:0010623	programmed cell death involved in cell development	1542	1227	NA	NA	NA	NA
GO:0010628	positive regulation of gene expression	1993	832.5	618	781.5	51	51
GO:0010629	negative regulation of gene expression	1274	1456.5	872	612.5	844	844
GO:0010726	positive regulation of hydrogen peroxide metabolic process	2519	393.5	NA	NA	NA	NA
GO:0010731	protein glutathionylation	1568	1197.5	680	737	460.5	460.5
GO:0010767	regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage	2363	488	NA	NA	NA	NA
GO:0010821	regulation of mitochondrion organization	1924	892	834	637	255	255
GO:0010896	regulation of triglyceride catabolic process	2043	787.5	NA	NA	NA	NA
GO:0010928	regulation of auxin mediated signaling pathway	2210	639.5	NA	NA	NA	NA
GO:0010929	positive regulation of auxin mediated signaling pathway	1465	1296	NA	NA	NA	NA
GO:0010941	regulation of cell death	1751	1028	NA	NA	NA	NA
GO:0010942	positive regulation of cell death	5249	76	NA	NA	NA	NA
GO:0010960	magnesium ion homeostasis	1357	1392	NA	NA	NA	NA
GO:0010966	regulation of phosphate transport	1828	972	NA	NA	NA	NA
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	1649	1126	NA	NA	NA	NA
GO:0012501	programmed cell death	2990	237	NA	NA	NA	NA
GO:0015031	protein transport	2524	391	712	720	-329	329
GO:0015690	aluminum cation transport	66	2369	NA	NA	NA	NA
GO:0015691	cadmium ion transport	270	2262.5	NA	NA	NA	NA
GO:0015692	lead ion transport	1050	1668.5	NA	NA	NA	NA
GO:0015693	magnesium ion transport	1703	1067	831	640.5	426.5	426.5
GO:0015696	ammonium transport	74	2364	37	1063	1301	1301
GO:0015700	arsenite transport	106	2346	46	1059	1287	1287
GO:0015706	nitrate transport	1752	1027	903	595	432	432
GO:0015709	thiosulfate transport	2251	596.5	NA	NA	NA	NA
GO:0015713	phosphoglycerate transmembrane transport	1292	1439	NA	NA	NA	NA
GO:0015714	phosphoenolpyruvate transport	1291	1440	NA	NA	NA	NA
GO:0015717	triose phosphate transport	2291	561	NA	NA	NA	NA
GO:0015720	allantoin transport	62	2372	NA	NA	NA	NA
GO:0015729	oxaloacetate transport	1226	1502	580	805	697	697
GO:0015739	sialic acid transport	2575	368	NA	NA	NA	NA
GO:0015741	fumarate transport	655	1980	NA	NA	NA	NA
GO:0015742	alpha-ketoglutarate transport	111	2341	NA	NA	NA	NA
GO:0015743	malate transport	1454	1309	NA	NA	NA	NA
GO:0015744	succinate transport	2261	580.5	NA	NA	NA	NA
GO:0015746	citrate transport	465	2120	1823	257	1863	1863
GO:0015760	glucose-6-phosphate transport	647	1987	NA	NA	NA	NA
GO:0015770	sucrose transport	3371	182	NA	NA	NA	NA
GO:0015774	polysaccharide transport	1385	1367.5	NA	NA	NA	NA
GO:0015780	nucleotide-sugar transmembrane transport	1271	1460	NA	NA	NA	NA
GO:0015789	UDP-N-acetylgalactosamine transmembrane transport	2768	307	NA	NA	NA	NA
GO:0015790	UDP-xylose transmembrane transport	2338	514	NA	NA	NA	NA
GO:0015798	myo-inositol transport	1054	1663.5	NA	NA	NA	NA
GO:0015804	neutral amino acid transport	1151	1585	581	803.5	781.5	781.5
GO:0015810	aspartate transmembrane transport	356	2211	754	697.5	1513.5	1513.5
GO:0015812	gamma-aminobutyric acid transport	698	1947	NA	NA	NA	NA
GO:0015827	tryptophan transport	2556	373	1733	273	100	100
GO:0015840	urea transport	2347	499	1550	321.5	177.5	177.5
GO:0015843	methylammonium transport	950	1739	NA	NA	NA	NA
GO:0015846	polyamine transport	1409	1349.5	NA	NA	NA	NA
GO:0015850	organic hydroxy compound transport	1218	1511.5	NA	NA	NA	NA
GO:0015853	adenine transport	376	2195	NA	NA	NA	NA
GO:0015854	guanine transport	1029	1684	NA	NA	NA	NA
GO:0015857	uracil transport	2345	501.5	NA	NA	NA	NA
GO:0015865	purine nucleotide transport	1922	896	NA	NA	NA	NA
GO:0015866	ADP transport	55	2374	56	1056	1318	1318
GO:0015867	ATP transport	118	2336	77	1047	1289	1289
GO:0015871	choline transport	935	1750	NA	NA	NA	NA
GO:0015882	L-ascorbic acid transmembrane transport	828	1840	NA	NA	NA	NA
GO:0015884	folic acid transport	592	2029.5	NA	NA	NA	NA
GO:0015886	heme transport	712	1934.5	NA	NA	NA	NA
GO:0015904	tetracycline transmembrane transport	2466	417	NA	NA	NA	NA
GO:0015908	fatty acid transport	3523	172	1371	363.5	-191.5	191.5
GO:0015910	long-chain fatty acid import into peroxisome	1491	1271.5	NA	NA	NA	NA
GO:0015914	phospholipid transport	2015	811.5	NA	NA	NA	NA
GO:0015918	sterol transport	2196	653	NA	NA	NA	NA
GO:0015937	coenzyme A biosynthetic process	364	2204	290	970	1234	1234
GO:0015976	carbon utilization	177	2313	NA	NA	NA	NA
GO:0015977	carbon fixation	176	2314	NA	NA	NA	NA
GO:0015979	photosynthesis	2050	783.5	1612	303.5	480	480
GO:0015986	ATP synthesis coupled proton transport	218	2292	248	986.5	1305.5	1305.5
GO:0015990	electron transport coupled proton transport	506	2098	NA	NA	NA	NA
GO:0015994	chlorophyll metabolic process	431	2148.5	NA	NA	NA	NA
GO:0015995	chlorophyll biosynthetic process	2467	415	258	982	-567	567
GO:0015996	chlorophyll catabolic process	1448	1315	NA	NA	NA	NA
GO:0016024	CDP-diacylglycerol biosynthetic process	686	1953.5	114	1033.5	920	920
GO:0016036	cellular response to phosphate starvation	3936	128	3916	85	43	43
GO:0016042	lipid catabolic process	1404	1353	NA	NA	NA	NA
GO:0016045	detection of bacterium	826	1842	NA	NA	NA	NA
GO:0016049	cell growth	536	2078	NA	NA	NA	NA
GO:0016051	carbohydrate biosynthetic process	229	2285	NA	NA	NA	NA
GO:0016055	Wnt signaling pathway	2379	471	1060	489	-18	18
GO:0016070	RNA metabolic process	2356	489	NA	NA	NA	NA
GO:0016075	rRNA catabolic process	2098	748	NA	NA	NA	NA
GO:0016094	polyprenol biosynthetic process	1428	1330.5	NA	NA	NA	NA
GO:0016099	monoterpenoid biosynthetic process	1863	941.5	NA	NA	NA	NA
GO:0016104	triterpenoid biosynthetic process	2293	559	NA	NA	NA	NA
GO:0016106	sesquiterpenoid biosynthetic process	3406	178	NA	NA	NA	NA
GO:0016114	terpenoid biosynthetic process	3554	169	NA	NA	NA	NA
GO:0016117	carotenoid biosynthetic process	511	2094.5	NA	NA	NA	NA
GO:0016118	carotenoid catabolic process	602	2022	NA	NA	NA	NA
GO:0016120	carotene biosynthetic process	694	1950	NA	NA	NA	NA
GO:0016121	carotene catabolic process	1209	1517	NA	NA	NA	NA
GO:0016122	xanthophyll metabolic process	2484	407	NA	NA	NA	NA
GO:0016123	xanthophyll biosynthetic process	2866	273	NA	NA	NA	NA
GO:0016124	xanthophyll catabolic process	2801	291	NA	NA	NA	NA
GO:0016125	sterol metabolic process	2340	511	1623	301.5	209.5	209.5
GO:0016126	sterol biosynthetic process	2469	414	1244	413	1	1
GO:0016127	sterol catabolic process	2408	450.5	NA	NA	NA	NA
GO:0016131	brassinosteroid metabolic process	156	2322	544	824	1498	1498
GO:0016132	brassinosteroid biosynthetic process	298	2250	357	940.5	1309.5	1309.5
GO:0016139	glycoside catabolic process	776	1882.5	NA	NA	NA	NA
GO:0016192	vesicle-mediated transport	3627	162	4531	71	91	91
GO:0016197	endosomal transport	1470	1295	NA	NA	NA	NA
GO:0016226	iron-sulfur cluster assembly	905	1785	635	762	1023	1023
GO:0016233	telomere capping	2291	561	NA	NA	NA	NA
GO:0016236	macroautophagy	934	1751.5	746	700	1051.5	1051.5
GO:0016310	phosphorylation	8223	32	3971	84	-52	52
GO:0016311	dephosphorylation	1282	1449	760	689	760	760
GO:0016441	posttranscriptional gene silencing	1517	1250	1430	341.5	908.5	908.5
GO:0016444	somatic cell DNA recombination	2800	292	1776	265	27	27
GO:0016458	gene silencing	1624	1147.5	2264	190	957.5	957.5
GO:0016477	cell migration	359	2209	NA	NA	NA	NA
GO:0016540	protein autoprocessing	1942	870.5	843	632	238.5	238.5
GO:0016554	cytidine to uridine editing	2332	520	620	780	-260	260
GO:0016556	mRNA modification	1031	1683	NA	NA	NA	NA
GO:0016558	protein import into peroxisome matrix	1577	1194	NA	NA	NA	NA
GO:0016559	peroxisome fission	1262	1469.5	545	823	646.5	646.5
GO:0016567	protein ubiquitination	26343	5	14115	7	-2	2
GO:0016570	histone modification	874	1812	NA	NA	NA	NA
GO:0016571	histone methylation	1414	1344	788	670	674	674
GO:0016572	histone phosphorylation	952	1736.5	320	958	778.5	778.5
GO:0016573	histone acetylation	1936	875	3129	117	758	758
GO:0016574	histone ubiquitination	748	1904	NA	NA	NA	NA
GO:0016575	histone deacetylation	1199	1529.5	622	776.5	753	753
GO:0016578	histone deubiquitination	1061	1657	NA	NA	NA	NA
GO:0016579	protein deubiquitination	6330	55	2852	133	-78	78
GO:0016584	nucleosome positioning	1299	1433	NA	NA	NA	NA
GO:0016925	protein sumoylation	1893	924	4155	83	841	841
GO:0016926	protein desumoylation	1953	865	3710	88	777	777
GO:0016973	poly(A)+ mRNA export from nucleus	1376	1375	NA	NA	NA	NA
GO:0016998	cell wall macromolecule catabolic process	369	2199	215	999.5	1199.5	1199.5
GO:0017003	protein-heme linkage	1666	1111.5	NA	NA	NA	NA
